Mapa: ./mapas/mapa30.map
Nivel 0: Porcentaje de mapa descubierto: 100
Nivel 1: Porcentaje de mapa descubierto: 100
Nivel 2: Porcentaje de mapa descubierto: 100
Nivel 3: Porcentaje de mapa descubierto: 100
Nivel 4: Porcentaje de mapa descubierto: 100

Mapa: ./mapas/mapa50.map
Nivel 0: Porcentaje de mapa descubierto: 99.8
Nivel 1: Porcentaje de mapa descubierto: 57.84
Nivel 2: Porcentaje de mapa descubierto: 57.84
Nivel 3: Porcentaje de mapa descubierto: 99.88
Nivel 4: Porcentaje de mapa descubierto: 99.92

Mapa: ./mapas/mapa75.map
Nivel 0: Porcentaje de mapa descubierto: 82.1689
Nivel 1: Porcentaje de mapa descubierto: 89.6
Nivel 2: Porcentaje de mapa descubierto: 89.6
Nivel 3: Porcentaje de mapa descubierto: 73.5644
Nivel 4: Porcentaje de mapa descubierto: 72.64

Mapa: ./mapas/mapa100.map
Nivel 0: Porcentaje de mapa descubierto: 18.26
Nivel 1: Porcentaje de mapa descubierto: 17.7
Nivel 2: Porcentaje de mapa descubierto: 17.7
Nivel 3: Porcentaje de mapa descubierto: 74.83
Nivel 4: Porcentaje de mapa descubierto: 63.36

Mapa: ./mapas/medieval.map
Nivel 0: Porcentaje de mapa descubierto: 68.09
Nivel 1: Porcentaje de mapa descubierto: 42.44
Nivel 2: Porcentaje de mapa descubierto: 42.44
Nivel 3: Porcentaje de mapa descubierto: 40.13
Nivel 4: Porcentaje de mapa descubierto: 54.09
