Mapa: ./mapas/cuadricula.map
Nivel 0: Porcentaje de mapa descubierto: 61.86
Nivel 1: Porcentaje de mapa descubierto: 11.64
Nivel 2: Porcentaje de mapa descubierto: 11.64
Nivel 3: Porcentaje de mapa descubierto: 49.75
Nivel 4: Porcentaje de mapa descubierto: 30.83

Mapa: ./mapas/mapa100.map
Nivel 0: Porcentaje de mapa descubierto: 57.94
Nivel 1: Porcentaje de mapa descubierto: 59.69
Nivel 2: Porcentaje de mapa descubierto: 59.69
Nivel 3: Porcentaje de mapa descubierto: 69.2
Nivel 4: Porcentaje de mapa descubierto: 60.96

Mapa: ./mapas/mapa75.map
Nivel 0: Porcentaje de mapa descubierto: 48.9778
Nivel 1: Porcentaje de mapa descubierto: 26.2222
Nivel 2: Porcentaje de mapa descubierto: 26.2222
Nivel 3: Porcentaje de mapa descubierto: 52.16
Nivel 4: Porcentaje de mapa descubierto: 30.7911

Mapa: ./mapas/mapa50.map
Nivel 0: Porcentaje de mapa descubierto: 24.56
Nivel 1: Porcentaje de mapa descubierto: 22.56
Nivel 2: Porcentaje de mapa descubierto: 22.56
Nivel 3: Porcentaje de mapa descubierto: 22.56
Nivel 4: Porcentaje de mapa descubierto: 93.56

Mapa: ./mapas/mapa30.map
Nivel 0: Porcentaje de mapa descubierto: 99.8889
Nivel 1: Porcentaje de mapa descubierto: 99.8889
Nivel 2: Porcentaje de mapa descubierto: 99.8889
Nivel 3: Porcentaje de mapa descubierto: 99.8889
Nivel 4: Porcentaje de mapa descubierto: 96.8889

Mapa: ./mapas/medieval.map
Nivel 0: Porcentaje de mapa descubierto: 52.42
Nivel 1: Porcentaje de mapa descubierto: 47.83
Nivel 2: Porcentaje de mapa descubierto: 47.83
Nivel 3: Porcentaje de mapa descubierto: 35.16
Nivel 4: Porcentaje de mapa descubierto: 54.28

Mapa: ./mapas/picto.map
Nivel 0: Porcentaje de mapa descubierto: 52.42
Nivel 1: Porcentaje de mapa descubierto: 47.83
Nivel 2: Porcentaje de mapa descubierto: 47.83
Nivel 3: Porcentaje de mapa descubierto: 35.16
Nivel 4: Porcentaje de mapa descubierto: 54.28

Mapa: ./mapas/vertigo.map
Nivel 0: Porcentaje de mapa descubierto: 52.42
Nivel 1: Porcentaje de mapa descubierto: 47.83
Nivel 2: Porcentaje de mapa descubierto: 47.83
Nivel 3: Porcentaje de mapa descubierto: 35.16
Nivel 4: Porcentaje de mapa descubierto: 54.28
